"Input","Match.type","Approved.symbol","Approved.name","HGNC.ID","Location"
"6371","GLMP","Approved symbol","GLMP","glycosylated lysosomal membrane protein","HGNC:29436","1q22"
"6372","GLO1","Approved symbol","GLO1","glyoxalase I","HGNC:4323","6p21.2"
"6373","GLOD4","Approved symbol","GLOD4","glyoxalase domain containing 4","HGNC:14111","17p13.3"
"6374","GLOD5","Approved symbol","GLOD5","glyoxalase domain containing 5","HGNC:33358","Xp11.23"
"6375","GLP1R","Approved symbol","GLP1R","glucagon like peptide 1 receptor","HGNC:4324","6p21.2"
"6376","GLP2R","Approved symbol","GLP2R","glucagon like peptide 2 receptor","HGNC:4325","17p13.1"
"6377","GLRA1","Approved symbol","GLRA1","glycine receptor alpha 1","HGNC:4326","5q33.1"
"6378","GLRA2","Approved symbol","GLRA2","glycine receptor alpha 2","HGNC:4327","Xp22.2"
"6379","GLRA3","Approved symbol","GLRA3","glycine receptor alpha 3","HGNC:4328","4q34.1"
"6380","GLRB","Approved symbol","GLRB","glycine receptor beta","HGNC:4329","4q32.1"
"6381","GLRX","Approved symbol","GLRX","glutaredoxin","HGNC:4330","5q15"
"6382","GLRX2","Approved symbol","GLRX2","glutaredoxin 2","HGNC:16065","1q31.2"
"6383","GLRX3","Approved symbol","GLRX3","glutaredoxin 3","HGNC:15987","10q26.3"
"6384","GLRX5","Approved symbol","GLRX5","glutaredoxin 5","HGNC:20134","14q32.13"
"6387","GLS2","Approved symbol","GLS2","glutaminase 2","HGNC:29570","12q13.3"
"6388","GLT1D1","Approved symbol","GLT1D1","glycosyltransferase 1 domain containing 1","HGNC:26483","12q24.33"
"6389","GLT8D1","Approved symbol","GLT8D1","glycosyltransferase 8 domain containing 1","HGNC:24870","3p21.1"
"6390","GLT8D2","Approved symbol","GLT8D2","glycosyltransferase 8 domain containing 2","HGNC:24890","12q23.3"
"6391","GLTP","Approved symbol","GLTP","glycolipid transfer protein","HGNC:24867","12q24.11"
"6392","GLTPD2","Approved symbol","GLTPD2","glycolipid transfer protein domain containing 2","HGNC:33756","17p13.2"
"6397","GLUL","Approved symbol","GLUL","glutamate-ammonia ligase","HGNC:4341","1q25.3"
"6398","GLYAT","Approved symbol","GLYAT","glycine-N-acyltransferase","HGNC:13734","11q12.1"
"6399","GLYATL1","Approved symbol","GLYATL1","glycine-N-acyltransferase like 1","HGNC:30519","11q12.1"
"6400","GLYATL2","Approved symbol","GLYATL2","glycine-N-acyltransferase like 2","HGNC:24178","11q12.1"
"6401","GLYCTK","Approved symbol","GLYCTK","glycerate kinase","HGNC:24247","3p21.2"
"6402","GLYR1","Approved symbol","GLYR1","glyoxylate reductase 1 homolog","HGNC:24434","16p13.3"
"6403","GM2A","Approved symbol","GM2A","GM2 ganglioside activator","HGNC:4367","5q33.1"
"6404","GMDS","Approved symbol","GMDS","GDP-mannose 4,6-dehydratase","HGNC:4369","6p25.3"
"6405","GMEB1","Approved symbol","GMEB1","glucocorticoid modulatory element binding protein 1","HGNC:4370","1p35.3"
"6406","GMEB2","Approved symbol","GMEB2","glucocorticoid modulatory element binding protein 2","HGNC:4371","20q13.33"
"6407","GMFB","Approved symbol","GMFB","glia maturation factor beta","HGNC:4373","14q22.2"
"6408","GMFG","Approved symbol","GMFG","glia maturation factor gamma","HGNC:4374","19q13.2"
"6409","GMIP","Approved symbol","GMIP","GEM interacting protein","HGNC:24852","19p13.11"
"6410","GML","Approved symbol","GML","glycosylphosphatidylinositol anchored molecule like","HGNC:4375","8q24.3"
"6411","GMNC","Approved symbol","GMNC","geminin coiled-coil domain containing","HGNC:40049","3q28"
"6412","GMNN","Approved symbol","GMNN","geminin DNA replication inhibitor","HGNC:17493","6p22.3"
"6413","GMPPA","Approved symbol","GMPPA","GDP-mannose pyrophosphorylase A","HGNC:22923","2q35"
"6414","GMPPB","Approved symbol","GMPPB","GDP-mannose pyrophosphorylase B","HGNC:22932","3p21.31"
"6415","GMPR","Approved symbol","GMPR","guanosine monophosphate reductase","HGNC:4376","6p22.3"
"6416","GMPR2","Approved symbol","GMPR2","guanosine monophosphate reductase 2","HGNC:4377","14q12"
"6417","GNA11","Approved symbol","GNA11","G protein subunit alpha 11","HGNC:4379","19p13.3"
"6418","GNA12","Approved symbol","GNA12","G protein subunit alpha 12","HGNC:4380","7p22.3-p22.2"
"6419","GNA13","Approved symbol","GNA13","G protein subunit alpha 13","HGNC:4381","17q24.1"
"6420","GNA14","Approved symbol","GNA14","G protein subunit alpha 14","HGNC:4382","9q21.2"
"6421","GNA14-AS1","Approved symbol","GNA14-AS1","GNA14 antisense RNA 1","HGNC:50451","9q21.2"
"6422","GNA15","Approved symbol","GNA15","G protein subunit alpha 15","HGNC:4383","19p13.3"
"6423","GNAI1","Approved symbol","GNAI1","G protein subunit alpha i1","HGNC:4384","7q21.11"
"6424","GNAI2","Approved symbol","GNAI2","G protein subunit alpha i2","HGNC:4385","3p21.31"
"6425","GNAI3","Approved symbol","GNAI3","G protein subunit alpha i3","HGNC:4387","1p13.3"
"6426","GNAL","Approved symbol","GNAL","G protein subunit alpha L","HGNC:4388","18p11.21"
"6427","GNAO1","Approved symbol","GNAO1","G protein subunit alpha o1","HGNC:4389","16q13"
"6428","GNAS","Approved symbol","GNAS","GNAS complex locus","HGNC:4392","20q13.32"
"6429","GNAS-AS1","Approved symbol","GNAS-AS1","GNAS antisense RNA 1","HGNC:24872","20q13.32"
"6430","GNAT1","Approved symbol","GNAT1","G protein subunit alpha transducin 1","HGNC:4393","3p21.31"
"6431","GNAT2","Approved symbol","GNAT2","G protein subunit alpha transducin 2","HGNC:4394","1p13.3"
"6432","GNAT3","Approved symbol","GNAT3","G protein subunit alpha transducin 3","HGNC:22800","7q21.11"
"6433","GNAZ","Approved symbol","GNAZ","G protein subunit alpha z","HGNC:4395","22q11.22-q11.23"
"6434","GNB1","Approved symbol","GNB1","G protein subunit beta 1","HGNC:4396","1p36.33"
"6435","GNB1L","Approved symbol","GNB1L","G protein subunit beta 1 like","HGNC:4397","22q11.21"
"6436","GNB2","Approved symbol","GNB2","G protein subunit beta 2","HGNC:4398","7q22.1"
"6437","GNB3","Approved symbol","GNB3","G protein subunit beta 3","HGNC:4400","12p13.31"
"6438","GNB4","Approved symbol","GNB4","G protein subunit beta 4","HGNC:20731","3q26.33"
"6439","GNB5","Approved symbol","GNB5","G protein subunit beta 5","HGNC:4401","15q21.2"
"6440","GNE","Approved symbol","GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase","HGNC:23657","9p13.3"
"6441","GNG11","Approved symbol","GNG11","G protein subunit gamma 11","HGNC:4403","7q21.3"
"6442","GNG12","Approved symbol","GNG12","G protein subunit gamma 12","HGNC:19663","1p31.3"
"6443","GNG13","Approved symbol","GNG13","G protein subunit gamma 13","HGNC:14131","16p13.3"
"6444","GNG2","Approved symbol","GNG2","G protein subunit gamma 2","HGNC:4404","14q22.1"
"6445","GNG3","Approved symbol","GNG3","G protein subunit gamma 3","HGNC:4405","11q12.3"
"6446","GNG4","Approved symbol","GNG4","G protein subunit gamma 4","HGNC:4407","1q42.3"
"6447","GNG5","Approved symbol","GNG5","G protein subunit gamma 5","HGNC:4408","1p22.3"
"6448","GNG7","Approved symbol","GNG7","G protein subunit gamma 7","HGNC:4410","19p13.3"
"6449","GNG8","Approved symbol","GNG8","G protein subunit gamma 8","HGNC:19664","19q13.32"
"6450","GNGT1","Approved symbol","GNGT1","G protein subunit gamma transducin 1","HGNC:4411","7q21.3"
"6451","GNGT2","Approved symbol","GNGT2","G protein subunit gamma transducin 2","HGNC:4412","17q21.32"
"6452","GNL1","Approved symbol","GNL1","G protein nucleolar 1 (putative)","HGNC:4413","6p21.33"
"6453","GNL2","Approved symbol","GNL2","G protein nucleolar 2","HGNC:29925","1p34.3"
"6454","GNL3","Approved symbol","GNL3","G protein nucleolar 3","HGNC:29931","3p21.1"
"6455","GNL3L","Approved symbol","GNL3L","G protein nucleolar 3 like","HGNC:25553","Xp11.22"
"6456","GNLY","Approved symbol","GNLY","granulysin","HGNC:4414","2p11.2"
"6457","GNMT","Approved symbol","GNMT","glycine N-methyltransferase","HGNC:4415","6p21.1"
"6458","GNPAT","Approved symbol","GNPAT","glyceronephosphate O-acyltransferase","HGNC:4416","1q42.2"
"6459","GNPDA1","Approved symbol","GNPDA1","glucosamine-6-phosphate deaminase 1","HGNC:4417","5q31.3"
"6460","GNPDA2","Approved symbol","GNPDA2","glucosamine-6-phosphate deaminase 2","HGNC:21526","4p12"
"6461","GNPNAT1","Approved symbol","GNPNAT1","glucosamine-phosphate N-acetyltransferase 1","HGNC:19980","14q22.1"
"6462","GNPTAB","Approved symbol","GNPTAB","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta","HGNC:29670","12q23.2"
"6463","GNPTG","Approved symbol","GNPTG","N-acetylglucosamine-1-phosphate transferase subunit gamma","HGNC:23026","16p13.3"
"6464","GNRH1","Approved symbol","GNRH1","gonadotropin releasing hormone 1","HGNC:4419","8p21.2"
"6465","GNRH2","Approved symbol","GNRH2","gonadotropin releasing hormone 2","HGNC:4420","20p13"
"6466","GNRHR","Approved symbol","GNRHR","gonadotropin releasing hormone receptor","HGNC:4421","4q13.2"
"6467","GNS","Approved symbol","GNS","glucosamine (N-acetyl)-6-sulfatase","HGNC:4422","12q14.3"
"6468","GOLGA1","Approved symbol","GOLGA1","golgin A1","HGNC:4424","9q33.3"
"6469","GOLGA2","Approved symbol","GOLGA2","golgin A2","HGNC:4425","9q34.11"
"6470","GOLGA2P5","Approved symbol","GOLGA2P5","GOLGA2 pseudogene 5","HGNC:25315","12q23.1"
"6471","GOLGA3","Approved symbol","GOLGA3","golgin A3","HGNC:4426","12q24.33"
"6472","GOLGA4","Approved symbol","GOLGA4","golgin A4","HGNC:4427","3p22.2"
"6473","GOLGA5","Approved symbol","GOLGA5","golgin A5","HGNC:4428","14q32.12"
"6474","GOLGA6L2","Approved symbol","GOLGA6L2","golgin A6 family like 2","HGNC:26695","15q11.2"
"6475","GOLGA7","Approved symbol","GOLGA7","golgin A7","HGNC:24876","8p11.21"
"6476","GOLGA7B","Approved symbol","GOLGA7B","golgin A7 family member B","HGNC:31668","10q24.2"
"6477","GOLGA8A","Approved symbol","GOLGA8A","golgin A8 family member A","HGNC:31972","15q14"
"6478","GOLGB1","Approved symbol","GOLGB1","golgin B1","HGNC:4429","3q13.33"
"6479","GOLIM4","Approved symbol","GOLIM4","golgi integral membrane protein 4","HGNC:15448","3q26.2"
"6480","GOLM1","Approved symbol","GOLM1","golgi membrane protein 1","HGNC:15451","9q21.33"
"6481","GOLPH3","Approved symbol","GOLPH3","golgi phosphoprotein 3","HGNC:15452","5p13.3"
"6482","GOLPH3L","Approved symbol","GOLPH3L","golgi phosphoprotein 3 like","HGNC:24882","1q21.3"
"6483","GOLT1A","Approved symbol","GOLT1A","golgi transport 1A","HGNC:24766","1q32.1"
"6484","GOLT1B","Approved symbol","GOLT1B","golgi transport 1B","HGNC:20175","12p12.1"
"6485","GON4L","Approved symbol","GON4L","gon-4 like","HGNC:25973","1q22"
"6486","GON7","Approved symbol","GON7","GON7 subunit of KEOPS complex","HGNC:20356","14q32.12"
"6487","GOPC","Approved symbol","GOPC","golgi associated PDZ and coiled-coil motif containing","HGNC:17643","6q22.1"
"6488","GORAB","Approved symbol","GORAB","golgin, RAB6 interacting","HGNC:25676","1q24.2"
"6489","GORASP1","Approved symbol","GORASP1","golgi reassembly stacking protein 1","HGNC:16769","3p22.2"
"6490","GORASP2","Approved symbol","GORASP2","golgi reassembly stacking protein 2","HGNC:17500","2q31.1"
"6491","GOSR1","Approved symbol","GOSR1","golgi SNAP receptor complex member 1","HGNC:4430","17q11.2"
"6492","GOSR2","Approved symbol","GOSR2","golgi SNAP receptor complex member 2","HGNC:4431","17q21.32"
"6496","GOT1L1","Approved symbol","GOT1L1","glutamic-oxaloacetic transaminase 1 like 1","HGNC:28487","8p11.23"
"6497","GOT2","Approved symbol","GOT2","glutamic-oxaloacetic transaminase 2","HGNC:4433","16q21"
"6498","GP1BA","Approved symbol","GP1BA","glycoprotein Ib platelet subunit alpha","HGNC:4439","17p13.2"
"6499","GP2","Approved symbol","GP2","glycoprotein 2","HGNC:4441","16p12.3"
"6500","GP5","Approved symbol","GP5","glycoprotein V platelet","HGNC:4443","3q29"
"6501","GP6","Approved symbol","GP6","glycoprotein VI platelet","HGNC:14388","19q13.42"
"6502","GP9","Approved symbol","GP9","glycoprotein IX platelet","HGNC:4444","3q21.3"
"6503","GPA33","Approved symbol","GPA33","glycoprotein A33","HGNC:4445","1q24.1"
"6504","GPAA1","Approved symbol","GPAA1","glycosylphosphatidylinositol anchor attachment 1","HGNC:4446","8q24.3"
"6505","GPALPP1","Approved symbol","GPALPP1","GPALPP motifs containing 1","HGNC:20298","13q14.12"
"6506","GPAM","Approved symbol","GPAM","glycerol-3-phosphate acyltransferase, mitochondrial","HGNC:24865","10q25.2"
"6507","GPANK1","Approved symbol","GPANK1","G-patch domain and ankyrin repeats 1","HGNC:13920","6p21.33"
"6508","GPAT3","Approved symbol","GPAT3","glycerol-3-phosphate acyltransferase 3","HGNC:28157","4q21.23"
"6509","GPAT4","Approved symbol","GPAT4","glycerol-3-phosphate acyltransferase 4","HGNC:20880","8p11.21"
"6510","GPATCH1","Approved symbol","GPATCH1","G-patch domain containing 1","HGNC:24658","19q13.11"
"6511","GPATCH11","Approved symbol","GPATCH11","G-patch domain containing 11","HGNC:26768","2p22.2"
"6512","GPATCH2","Approved symbol","GPATCH2","G-patch domain containing 2","HGNC:25499","1q41"
"6513","GPATCH2L","Approved symbol","GPATCH2L","G-patch domain containing 2 like","HGNC:20210","14q24.3"
"6514","GPATCH3","Approved symbol","GPATCH3","G-patch domain containing 3","HGNC:25720","1p36.11"
"6515","GPATCH4","Approved symbol","GPATCH4","G-patch domain containing 4","HGNC:25982","1q22-q23.1"
"6516","GPATCH8","Approved symbol","GPATCH8","G-patch domain containing 8","HGNC:29066","17q21.31"
"6517","GPBAR1","Approved symbol","GPBAR1","G protein-coupled bile acid receptor 1","HGNC:19680","2q35"
"6518","GPBP1","Approved symbol","GPBP1","GC-rich promoter binding protein 1","HGNC:29520","5q11.2"
"6519","GPBP1L1","Approved symbol","GPBP1L1","GC-rich promoter binding protein 1 like 1","HGNC:28843","1p34.1"
"6520","GPC1","Approved symbol","GPC1","glypican 1","HGNC:4449","2q37.3"
"6521","GPC2","Approved symbol","GPC2","glypican 2","HGNC:4450","7q22.1"
"6522","GPC3","Approved symbol","GPC3","glypican 3","HGNC:4451","Xq26.2"
"6523","GPC4","Approved symbol","GPC4","glypican 4","HGNC:4452","Xq26.2"
"6524","GPC5","Approved symbol","GPC5","glypican 5","HGNC:4453","13q31.3"
"6525","GPC6","Approved symbol","GPC6","glypican 6","HGNC:4454","13q31.3-q32.1"
"6526","GPCPD1","Approved symbol","GPCPD1","glycerophosphocholine phosphodiesterase 1","HGNC:26957","20p12.3"
"6527","GPD1","Approved symbol","GPD1","glycerol-3-phosphate dehydrogenase 1","HGNC:4455","12q13.12"
"6528","GPD1L","Approved symbol","GPD1L","glycerol-3-phosphate dehydrogenase 1 like","HGNC:28956","3p22.3"
"6529","GPD2","Approved symbol","GPD2","glycerol-3-phosphate dehydrogenase 2","HGNC:4456","2q24.1"
"6530","GPER1","Approved symbol","GPER1","G protein-coupled estrogen receptor 1","HGNC:4485","7p22.3"
"6531","GPHA2","Approved symbol","GPHA2","glycoprotein hormone subunit alpha 2","HGNC:18054","11q13.1"
"6532","GPHB5","Approved symbol","GPHB5","glycoprotein hormone subunit beta 5","HGNC:18055","14q23.2"
"6533","GPHN","Approved symbol","GPHN","gephyrin","HGNC:15465","14q23.3"
"6536","GPIHBP1","Approved symbol","GPIHBP1","glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1","HGNC:24945","8q24.3"
"6537","GPKOW","Approved symbol","GPKOW","G-patch domain and KOW motifs","HGNC:30677","Xp11.23"
"6538","GPLD1","Approved symbol","GPLD1","glycosylphosphatidylinositol specific phospholipase D1","HGNC:4459","6p22.3"
"6539","GPM6A","Approved symbol","GPM6A","glycoprotein M6A","HGNC:4460","4q34.2"
"6540","GPM6B","Approved symbol","GPM6B","glycoprotein M6B","HGNC:4461","Xp22.2"
"6541","GPN1","Approved symbol","GPN1","GPN-loop GTPase 1","HGNC:17030","2p23.3"
"6542","GPN2","Approved symbol","GPN2","GPN-loop GTPase 2","HGNC:25513","1p36.11"
"6543","GPN3","Approved symbol","GPN3","GPN-loop GTPase 3","HGNC:30186","12q24.11"
"6544","GPNMB","Approved symbol","GPNMB","glycoprotein nmb","HGNC:4462","7p15.3"
"6545","GPR1","Approved symbol","GPR1","G protein-coupled receptor 1","HGNC:4463","2q33.3"
"6546","GPR101","Approved symbol","GPR101","G protein-coupled receptor 101","HGNC:14963","Xq26.3"
"6547","GPR107","Approved symbol","GPR107","G protein-coupled receptor 107","HGNC:17830","9q34.11"
"6548","GPR108","Approved symbol","GPR108","G protein-coupled receptor 108","HGNC:17829","19p13.3"
"6549","GPR12","Approved symbol","GPR12","G protein-coupled receptor 12","HGNC:4466","13q12.13"
"6550","GPR132","Approved symbol","GPR132","G protein-coupled receptor 132","HGNC:17482","14q32.33"
"6551","GPR135","Approved symbol","GPR135","G protein-coupled receptor 135","HGNC:19991","14q23.1"
"6552","GPR137","Approved symbol","GPR137","G protein-coupled receptor 137","HGNC:24300","11q13.1"
"6553","GPR137B","Approved symbol","GPR137B","G protein-coupled receptor 137B","HGNC:11862","1q42.3"
"6554","GPR137C","Approved symbol","GPR137C","G protein-coupled receptor 137C","HGNC:25445","14q22.1"
"6555","GPR143","Approved symbol","GPR143","G protein-coupled receptor 143","HGNC:20145","Xp22.2"
"6556","GPR146","Approved symbol","GPR146","G protein-coupled receptor 146","HGNC:21718","7p22.3"
"6557","GPR15","Approved symbol","GPR15","G protein-coupled receptor 15","HGNC:4469","3q11.2"
"6558","GPR153","Approved symbol","GPR153","G protein-coupled receptor 153","HGNC:23618","1p36.31"
"6559","GPR155","Approved symbol","GPR155","G protein-coupled receptor 155","HGNC:22951","2q31.1"
"6560","GPR156","Approved symbol","GPR156","G protein-coupled receptor 156","HGNC:20844","3q13.33"
"6561","GPR158","Approved symbol","GPR158","G protein-coupled receptor 158","HGNC:23689","10p12.1"
"6562","GPR160","Approved symbol","GPR160","G protein-coupled receptor 160","HGNC:23693","3q26.2"
"6563","GPR161","Approved symbol","GPR161","G protein-coupled receptor 161","HGNC:23694","1q24.2"
"6564","GPR162","Approved symbol","GPR162","G protein-coupled receptor 162","HGNC:16693","12p13"
"6565","GPR17","Approved symbol","GPR17","G protein-coupled receptor 17","HGNC:4471","2q14.3"
"6566","GPR171","Approved symbol","GPR171","G protein-coupled receptor 171","HGNC:30057","3q25.1"
"6567","GPR173","Approved symbol","GPR173","G protein-coupled receptor 173","HGNC:18186","Xp11.22"
"6568","GPR174","Approved symbol","GPR174","G protein-coupled receptor 174","HGNC:30245","Xq21.1"
"6569","GPR176","Approved symbol","GPR176","G protein-coupled receptor 176","HGNC:32370","15q14-q15.1"
"6570","GPR18","Approved symbol","GPR18","G protein-coupled receptor 18","HGNC:4472","13q32.3"
"6571","GPR180","Approved symbol","GPR180","G protein-coupled receptor 180","HGNC:28899","13q32.1"
"6572","GPR182","Approved symbol","GPR182","G protein-coupled receptor 182","HGNC:13708","12q13.3"
"6573","GPR183","Approved symbol","GPR183","G protein-coupled receptor 183","HGNC:3128","13q32.3"
"6574","GPR19","Approved symbol","GPR19","G protein-coupled receptor 19","HGNC:4473","12p13.1"
"6575","GPR20","Approved symbol","GPR20","G protein-coupled receptor 20","HGNC:4475","8q24.3"
"6576","GPR21","Approved symbol","GPR21","G protein-coupled receptor 21","HGNC:4476","9q33.2"
"6577","GPR22","Approved symbol","GPR22","G protein-coupled receptor 22","HGNC:4477","7q22.3"
"6578","GPR25","Approved symbol","GPR25","G protein-coupled receptor 25","HGNC:4480","1q32.1"
